"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"25 Mar 2023","nlkc","1","93.08","1","93.08","1","93.08","0","0.00"
"24 Mar 2023","dzg3","11","1039.03","11","1039.03","11","1039.03","0","0.00"
"24 Mar 2023","zg88","8","766.13","7","554.78","7","554.78","0","0.00"
"24 Mar 2023","b252","4","370.74","4","370.74","4","370.74","0","0.00"
"24 Mar 2023","ge0","3","206.10","3","206.10","3","206.10","0","0.00"
"24 Mar 2023","zag5","2","135.32","2","135.32","2","135.32","0","0.00"
"24 Mar 2023","dzg5","2","119.55","2","119.55","2","119.55","0","0.00"
"24 Mar 2023","dd88","2","46.89","2","46.89","2","46.89","0","0.00"
"24 Mar 2023","zg60","1","28.02","1","28.02","1","28.02","0","0.00"
"24 Mar 2023","zg85","1","263.98","1","263.98","1","263.98","0","0.00"
"24 Mar 2023","nn","1","100.37","1","100.37","1","100.37","0","0.00"
"24 Mar 2023","dd44","1","95.89","1","95.89","1","95.89","0","0.00"
"24 Mar 2023","dijy","1","29.51","1","29.51","1","29.51","0","0.00"
"24 Mar 2023","cfa2","1","53.47","1","53.47","1","53.47","0","0.00"
"24 Mar 2023","zag12","1","129.34","1","129.34","1","129.34","0","0.00"
"24 Mar 2023","zg34","1","107.89","1","107.89","1","107.89","0","0.00"
"23 Mar 2023","zag12","7","949.11","7","949.11","7","949.11","0","0.00"
"23 Mar 2023","dzg3","5","561.54","5","561.54","5","561.54","0","0.00"
"23 Mar 2023","zg85","3","151.17","3","151.17","3","151.17","0","0.00"
"23 Mar 2023","b252","3","326.68","3","326.68","3","326.68","0","0.00"
"23 Mar 2023","zg34","2","221.68","2","221.68","2","221.68","0","0.00"
"23 Mar 2023","ge0","2","53.58","2","53.58","2","53.58","0","0.00"
"23 Mar 2023","dd88","1","164.03","1","164.03","1","164.03","0","0.00"
"23 Mar 2023","dzg4","1","48.34","1","48.34","1","48.34","0","0.00"
"23 Mar 2023","vv","1","70.00","1","70.00","1","70.00","0","0.00"
"23 Mar 2023","zg88","1","186.73","1","186.73","1","186.73","0","0.00"
"22 Mar 2023","dzg3","6","521.04","6","521.04","6","521.04","0","0.00"
"22 Mar 2023","b252","3","176.55","3","176.55","3","176.55","0","0.00"
"22 Mar 2023","zg88","2","268.48","2","268.48","2","268.48","0","0.00"
"22 Mar 2023","bb","2","51.43","2","51.43","2","51.43","0","0.00"
"22 Mar 2023","zg42","2","259.25","2","259.25","2","259.25","0","0.00"
"22 Mar 2023","6uc","2","39.35","2","39.35","2","39.35","0","0.00"
"22 Mar 2023","zag12","2","62.18","1","37.36","1","37.36","0","0.00"
"22 Mar 2023","nlkc","1","44.74","1","44.74","1","44.74","0","0.00"
"22 Mar 2023","ge0","1","30.63","1","30.63","1","30.63","0","0.00"
"21 Mar 2023","ge0","3","215.98","3","215.98","3","215.98","0","0.00"
"21 Mar 2023","dd99","2","131.05","2","131.05","2","131.05","0","0.00"
"21 Mar 2023","zg85","2","444.45","2","444.45","2","444.45","0","0.00"
"21 Mar 2023","dzg4","2","316.55","2","316.55","2","316.55","0","0.00"
"21 Mar 2023","6uc","1","90.16","1","90.16","1","90.16","0","0.00"
"21 Mar 2023","b252","1","40.00","1","40.00","1","40.00","0","0.00"
"21 Mar 2023","dd88","1","76.81","1","76.81","1","76.81","0","0.00"
"21 Mar 2023","vv","1","164.67","1","164.67","1","164.67","0","0.00"
"21 Mar 2023","wd8","1","12.57","1","12.57","1","12.57","0","0.00"
"21 Mar 2023","zg42","1","47.46","1","47.46","1","47.46","0","0.00"
"20 Mar 2023","bb","3","152.17","3","152.17","3","152.17","0","0.00"
"20 Mar 2023","dzg3","3","153.99","3","153.99","3","153.99","0","0.00"
"20 Mar 2023","dzg4","2","118.80","2","118.80","2","118.80","0","0.00"
"20 Mar 2023","nlkc","1","102.40","1","102.40","1","102.40","0","0.00"
"20 Mar 2023","zag12","1","32.23","1","32.23","1","32.23","0","0.00"
"20 Mar 2023","b252","1","205.69","1","205.69","1","205.69","0","0.00"
"20 Mar 2023","zg42","1","126.83","1","126.83","1","126.83","0","0.00"
"20 Mar 2023","ge0","1","14.73","1","14.73","1","14.73","0","0.00"
"20 Mar 2023","mm","1","64.51","1","64.51","1","64.51","0","0.00"
"19 Mar 2023","zg42","2","456.21","2","456.21","2","456.21","0","0.00"
"19 Mar 2023","dzg4","2","174.54","2","174.54","2","174.54","0","0.00"
"19 Mar 2023","b252","2","132.90","2","132.90","2","132.90","0","0.00"
"19 Mar 2023","nlkc","2","155.86","2","155.86","2","155.86","0","0.00"
"19 Mar 2023","dd88","1","82.79","1","82.79","1","82.79","0","0.00"
"19 Mar 2023","nn","1","67.10","1","67.10","1","67.10","0","0.00"
"19 Mar 2023","zg85","1","93.84","1","93.84","1","93.84","0","0.00"
"19 Mar 2023","zg88","1","68.39","1","68.39","1","68.39","0","0.00"
"19 Mar 2023","6uc","1","30.32","1","30.32","1","30.32","0","0.00"
"19 Mar 2023","bb","1","93.72","1","93.72","1","93.72","0","0.00"
"18 Mar 2023","b252","2","79.88","2","79.88","2","79.88","0","0.00"
"18 Mar 2023","bb","1","42.40","1","42.40","1","42.40","0","0.00"
"18 Mar 2023","dd88","1","140.74","1","140.74","1","140.74","0","0.00"
"18 Mar 2023","dd99","1","26.62","1","26.62","1","26.62","0","0.00"
"18 Mar 2023","dzg4","1","29.74","1","29.74","1","29.74","0","0.00"
"18 Mar 2023","ge0","1","37.36","1","37.36","1","37.36","0","0.00"
"18 Mar 2023","nlkc","1","32.45","1","32.45","1","32.45","0","0.00"
"18 Mar 2023","nn","1","31.99","1","31.99","1","31.99","0","0.00"
"17 Mar 2023","b252","6","569.79","6","569.79","6","569.79","0","0.00"
"17 Mar 2023","zag12","5","397.76","5","397.76","5","397.76","0","0.00"
"17 Mar 2023","zg42","4","628.04","4","628.04","4","628.04","0","0.00"
"17 Mar 2023","ge0","3","251.58","3","251.58","3","251.58","0","0.00"
"17 Mar 2023","zg88","2","113.77","2","113.77","2","113.77","0","0.00"
"17 Mar 2023","dd66","2","135.34","2","135.34","2","135.34","0","0.00"
"17 Mar 2023","bbx","1","191.61","1","191.61","1","191.61","0","0.00"
"17 Mar 2023","dd88","1","20.70","1","20.70","1","20.70","0","0.00"
"17 Mar 2023","dzg3","1","99.24","1","99.24","1","99.24","0","0.00"
"17 Mar 2023","dzg4","1","48.83","1","48.83","1","48.83","0","0.00"
"17 Mar 2023","eee","1","27.53","1","27.53","1","27.53","0","0.00"
"17 Mar 2023","zg40","1","54.08","1","54.08","1","54.08","0","0.00"
"16 Mar 2023","zag12","7","368.44","7","368.44","7","368.44","0","0.00"
"16 Mar 2023","vv","2","246.05","2","246.05","2","246.05","0","0.00"
"16 Mar 2023","dzg4","2","111.13","2","111.13","2","111.13","0","0.00"
"16 Mar 2023","eee","1","105.44","1","105.44","1","105.44","0","0.00"
"16 Mar 2023","mizw","1","81.67","1","81.67","1","81.67","0","0.00"
"16 Mar 2023","6uc","1","25.80","1","25.80","1","25.80","0","0.00"
"16 Mar 2023","zg60","1","122.69","1","122.69","1","122.69","0","0.00"
"16 Mar 2023","b252","1","121.26","0","0.00","0","0.00","0","0.00"
"16 Mar 2023","dzg3","1","138.74","1","138.74","1","138.74","0","0.00"
"15 Mar 2023","zag12","7","409.15","7","409.15","7","409.15","0","0.00"
"15 Mar 2023","ge0","4","322.85","3","262.53","3","262.53","0","0.00"
"15 Mar 2023","dzg4","2","176.84","2","176.84","2","176.84","0","0.00"
"15 Mar 2023","dzg3","1","37.36","1","37.36","1","37.36","0","0.00"
"15 Mar 2023","vv","1","85.06","1","85.06","1","85.06","0","0.00"
"15 Mar 2023","zg88","1","42.52","1","42.52","1","42.52","0","0.00"
"15 Mar 2023","ccc","1","42.52","1","42.52","1","42.52","0","0.00"
"15 Mar 2023","zg60","1","33.02","1","33.02","1","33.02","0","0.00"
"14 Mar 2023","vv","3","211.04","3","211.04","3","211.04","0","0.00"
"14 Mar 2023","zag12","3","418.49","3","418.49","3","418.49","0","0.00"
"14 Mar 2023","zg88","2","242.71","2","242.71","2","242.71","0","0.00"
"14 Mar 2023","bb","2","469.53","2","469.53","2","469.53","0","0.00"
"14 Mar 2023","zg42","2","117.82","2","117.82","2","117.82","0","0.00"
"14 Mar 2023","ccc","1","179.47","1","179.47","1","179.47","0","0.00"
"14 Mar 2023","bbx","1","37.36","1","37.36","1","37.36","0","0.00"
"14 Mar 2023","b252","1","95.98","1","95.98","1","95.98","0","0.00"
"14 Mar 2023","dd99","1","53.88","1","53.88","1","53.88","0","0.00"
"13 Mar 2023","zag12","8","855.36","8","855.36","8","855.36","0","0.00"
"13 Mar 2023","zg88","4","338.24","4","338.24","4","338.24","0","0.00"
"13 Mar 2023","ge0","4","221.49","4","221.49","4","221.49","0","0.00"
"13 Mar 2023","bb","3","286.51","3","286.51","3","286.51","0","0.00"
"13 Mar 2023","dzg4","2","253.23","2","253.23","2","253.23","0","0.00"
"13 Mar 2023","zg42","2","90.89","2","90.89","2","90.89","0","0.00"
"13 Mar 2023","b252","2","129.27","2","129.27","2","129.27","0","0.00"
"13 Mar 2023","ccc","1","34.43","1","34.43","1","34.43","0","0.00"
"13 Mar 2023","dzg3","1","39.37","1","39.37","1","39.37","0","0.00"
"13 Mar 2023","vv","1","26.55","1","26.55","1","26.55","0","0.00"
"12 Mar 2023","zag12","10","585.89","10","585.89","10","585.89","0","0.00"
"12 Mar 2023","zg88","3","145.04","3","145.04","3","145.04","0","0.00"
"12 Mar 2023","ge0","2","102.60","2","102.60","2","102.60","0","0.00"
"12 Mar 2023","dzg3","2","101.58","1","69.59","1","69.59","0","0.00"
"12 Mar 2023","b252","2","136.31","2","136.31","2","136.31","0","0.00"
"12 Mar 2023","zg60","1","72.12","1","72.12","1","72.12","0","0.00"
"12 Mar 2023","vv","1","99.59","1","99.59","1","99.59","0","0.00"
"12 Mar 2023","iti","1","47.67","1","47.67","1","47.67","0","0.00"
"12 Mar 2023","dijy","1","88.88","1","88.88","1","88.88","0","0.00"
"11 Mar 2023","zag12","13","1109.95","13","1109.95","13","1109.95","0","0.00"
"11 Mar 2023","ge0","3","179.06","3","179.06","3","179.06","0","0.00"
"11 Mar 2023","dzg4","2","314.92","2","314.92","2","314.92","0","0.00"
"11 Mar 2023","vv","2","86.50","2","86.50","2","86.50","0","0.00"
"11 Mar 2023","zg88","2","124.31","1","54.32","1","54.32","0","0.00"
"11 Mar 2023","iti","1","47.67","1","47.67","1","47.67","0","0.00"
"11 Mar 2023","zg40","1","83.23","1","83.23","1","83.23","0","0.00"
"11 Mar 2023","zg42","1","78.32","1","78.32","1","78.32","0","0.00"
"11 Mar 2023","zg60","1","207.68","1","207.68","1","207.68","0","0.00"
"11 Mar 2023","b252","1","107.48","1","107.48","1","107.48","0","0.00"
"11 Mar 2023","bb","1","238.24","1","238.24","1","238.24","0","0.00"
"11 Mar 2023","cfa2","1","63.93","0","0.00","0","0.00","0","0.00"
"11 Mar 2023","dd77","1","29.45","1","29.45","1","29.45","0","0.00"
"11 Mar 2023","dd88","1","41.58","1","41.58","1","41.58","0","0.00"
"10 Mar 2023","zag12","9","613.79","9","613.79","9","613.79","0","0.00"
"10 Mar 2023","ccc","3","100.24","3","100.24","3","100.24","0","0.00"
"10 Mar 2023","bb","2","175.23","2","175.23","2","175.23","0","0.00"
"10 Mar 2023","dd","1","58.01","1","58.01","1","58.01","0","0.00"
"10 Mar 2023","dijy","1","51.32","1","51.32","1","51.32","0","0.00"
"10 Mar 2023","eee","1","35.40","1","35.40","1","35.40","0","0.00"
"10 Mar 2023","b252","1","77.54","1","77.54","1","77.54","0","0.00"
"10 Mar 2023","zg42","1","29.28","1","29.28","1","29.28","0","0.00"
"10 Mar 2023","zg88","1","53.43","1","53.43","1","53.43","0","0.00"
"10 Mar 2023","vv","1","16.10","1","16.10","1","16.10","0","0.00"
"09 Mar 2023","zag12","5","545.21","5","545.21","5","545.21","0","0.00"
"09 Mar 2023","b252","4","181.87","4","181.87","4","181.87","0","0.00"
"09 Mar 2023","vv","3","158.89","3","158.89","3","158.89","0","0.00"
"09 Mar 2023","dzg4","2","162.41","2","162.41","2","162.41","0","0.00"
"09 Mar 2023","diax","1","133.75","1","133.75","1","133.75","0","0.00"
"09 Mar 2023","nlkc","1","70.14","1","70.14","1","70.14","0","0.00"
"09 Mar 2023","ccc","1","269.42","1","269.42","1","269.42","0","0.00"
"09 Mar 2023","zg88","1","93.62","1","93.62","1","93.62","0","0.00"
"08 Mar 2023","vv","3","349.57","3","349.57","3","349.57","0","0.00"
"08 Mar 2023","ge0","3","494.53","3","494.53","3","494.53","0","0.00"
"08 Mar 2023","zag12","2","384.29","2","384.29","2","384.29","0","0.00"
"08 Mar 2023","zg85","2","220.90","2","220.90","2","220.90","0","0.00"
"08 Mar 2023","dzg4","1","48.44","1","48.44","1","48.44","0","0.00"
"08 Mar 2023","nlkc","1","21.98","1","21.98","1","21.98","0","0.00"
"07 Mar 2023","zag12","5","322.21","5","322.21","5","322.21","0","0.00"
"07 Mar 2023","b252","3","436.58","3","436.58","3","436.58","0","0.00"
"07 Mar 2023","vv","3","141.22","3","141.22","3","141.22","0","0.00"
"07 Mar 2023","zg88","1","167.21","1","167.21","1","167.21","0","0.00"
"07 Mar 2023","6uc","1","35.54","1","35.54","1","35.54","0","0.00"
"07 Mar 2023","bb","1","34.38","1","34.38","1","34.38","0","0.00"
"07 Mar 2023","dijy","1","234.17","1","234.17","1","234.17","0","0.00"
"07 Mar 2023","dzg4","1","127.12","1","127.12","1","127.12","0","0.00"
"07 Mar 2023","eee","1","84.64","1","84.64","1","84.64","0","0.00"
"07 Mar 2023","et6","1","147.96","1","147.96","1","147.96","0","0.00"
"07 Mar 2023","ge0","1","81.06","1","81.06","1","81.06","0","0.00"
"07 Mar 2023","zg42","1","21.55","1","21.55","1","21.55","0","0.00"
"06 Mar 2023","vv","6","524.78","6","524.78","6","524.78","0","0.00"
"06 Mar 2023","zag12","5","437.76","5","437.76","5","437.76","0","0.00"
"06 Mar 2023","zg88","2","90.37","2","90.37","2","90.37","0","0.00"
"06 Mar 2023","ge0","1","108.53","1","108.53","1","108.53","0","0.00"
"06 Mar 2023","bb","1","53.23","1","53.23","1","53.23","0","0.00"
"06 Mar 2023","zg85","1","19.43","1","19.43","1","19.43","0","0.00"
"05 Mar 2023","zag12","6","233.76","6","233.76","6","233.76","0","0.00"
"05 Mar 2023","dijy","2","230.96","2","230.96","2","230.96","0","0.00"
"05 Mar 2023","dd66","1","67.99","1","67.99","1","67.99","0","0.00"
"05 Mar 2023","dzg4","1","151.23","1","151.23","1","151.23","0","0.00"
"05 Mar 2023","nlkc","1","37.36","1","37.36","1","37.36","0","0.00"
"05 Mar 2023","6uc","1","45.39","1","45.39","1","45.39","0","0.00"
"05 Mar 2023","zg42","1","131.67","1","131.67","1","131.67","0","0.00"
"04 Mar 2023","zg88","5","275.94","5","275.94","5","275.94","0","0.00"
"04 Mar 2023","zag12","5","375.97","5","375.97","5","375.97","0","0.00"
"04 Mar 2023","ge0","2","140.95","2","140.95","2","140.95","0","0.00"
"04 Mar 2023","dd66","2","119.06","2","119.06","2","119.06","0","0.00"
"04 Mar 2023","bb","1","69.62","1","69.62","1","69.62","0","0.00"
"04 Mar 2023","zg60","1","39.77","1","39.77","1","39.77","0","0.00"
"04 Mar 2023","zg85","1","63.74","1","63.74","1","63.74","0","0.00"
"04 Mar 2023","zg42","1","37.36","1","37.36","1","37.36","0","0.00"
"04 Mar 2023","ulv","1","122.78","1","122.78","1","122.78","0","0.00"
"03 Mar 2023","zag12","7","421.53","7","421.53","7","421.53","0","0.00"
"03 Mar 2023","zg42","5","384.17","5","384.17","5","384.17","0","0.00"
"03 Mar 2023","dd99","2","228.08","2","228.08","2","228.08","0","0.00"
"03 Mar 2023","vv","2","587.24","2","587.24","2","587.24","0","0.00"
"03 Mar 2023","ccc","1","53.05","1","53.05","1","53.05","0","0.00"
"03 Mar 2023","zg34","1","94.78","1","94.78","1","94.78","0","0.00"
"03 Mar 2023","dzg4","1","98.66","1","98.66","1","98.66","0","0.00"
"03 Mar 2023","eee","1","43.04","1","43.04","1","43.04","0","0.00"
"03 Mar 2023","nlkc","1","100.77","1","100.77","1","100.77","0","0.00"
"03 Mar 2023","zag5","1","30.11","1","30.11","1","30.11","0","0.00"
"02 Mar 2023","zag12","7","304.89","7","304.89","7","304.89","0","0.00"
"02 Mar 2023","dzg4","4","197.79","4","197.79","4","197.79","0","0.00"
"02 Mar 2023","zg42","3","318.90","3","318.90","3","318.90","0","0.00"
"02 Mar 2023","vv","3","339.18","3","339.18","3","339.18","0","0.00"
"02 Mar 2023","h3d","1","209.49","1","209.49","1","209.49","0","0.00"
"02 Mar 2023","dd66","1","75.38","1","75.38","1","75.38","0","0.00"
"02 Mar 2023","ix4","1","55.86","1","55.86","1","55.86","0","0.00"
"02 Mar 2023","lwv1","1","76.22","1","76.22","1","76.22","0","0.00"
"02 Mar 2023","zg88","1","106.12","1","106.12","1","106.12","0","0.00"
"01 Mar 2023","dzg4","5","327.90","4","303.54","4","303.54","0","0.00"
"01 Mar 2023","zag12","3","185.92","3","185.92","3","185.92","0","0.00"
"01 Mar 2023","ge0","3","378.20","3","378.20","3","378.20","0","0.00"
"01 Mar 2023","zg88","2","155.38","2","155.38","2","155.38","0","0.00"
"01 Mar 2023","zg42","2","185.61","2","185.61","2","185.61","0","0.00"
"01 Mar 2023","dijy","1","47.46","1","47.46","1","47.46","0","0.00"
"01 Mar 2023","ccc","1","153.74","1","153.74","1","153.74","0","0.00"
"01 Mar 2023","eee","1","26.16","1","26.16","1","26.16","0","0.00"
"01 Mar 2023","nlkc","1","13.93","1","13.93","1","13.93","0","0.00"
"01 Mar 2023","zg85","1","94.47","1","94.47","1","94.47","0","0.00"
"01 Mar 2023","zz","1","26.55","1","26.55","1","26.55","0","0.00"
"28 Feb 2023","zg88","3","119.46","3","119.46","3","119.46","0","0.00"
"28 Feb 2023","bb","2","147.20","2","147.20","2","147.20","0","0.00"
"28 Feb 2023","vv","2","136.08","2","136.08","2","136.08","0","0.00"
"28 Feb 2023","va6","1","73.16","1","73.16","1","73.16","0","0.00"
"28 Feb 2023","dzg4","1","165.97","1","165.97","1","165.97","0","0.00"
"28 Feb 2023","zag12","1","67.00","1","67.00","1","67.00","0","0.00"
"28 Feb 2023","zg40","1","105.75","1","105.75","1","105.75","0","0.00"
"28 Feb 2023","zg42","1","54.92","1","54.92","1","54.92","0","0.00"
"28 Feb 2023","zg60","1","174.52","1","174.52","1","174.52","0","0.00"
"28 Feb 2023","ge0","1","89.13","1","89.13","1","89.13","0","0.00"
"27 Feb 2023","dzg4","5","376.88","5","376.88","5","376.88","0","0.00"
"27 Feb 2023","zg88","4","307.71","4","307.71","4","307.71","0","0.00"
"27 Feb 2023","qby","2","115.39","2","115.39","2","115.39","0","0.00"
"27 Feb 2023","zg42","1","106.77","1","106.77","1","106.77","0","0.00"
"27 Feb 2023","zz","1","112.21","1","112.21","1","112.21","0","0.00"
"27 Feb 2023","cfa2","1","72.56","1","72.56","1","72.56","0","0.00"
"27 Feb 2023","ge0","1","30.32","1","30.32","1","30.32","0","0.00"
"27 Feb 2023","vv","1","44.07","1","44.07","1","44.07","0","0.00"
"26 Feb 2023","ge0","3","419.67","3","419.67","3","419.67","0","0.00"
"26 Feb 2023","zag12","2","132.90","2","132.90","2","132.90","0","0.00"
"26 Feb 2023","dzg4","2","181.33","2","181.33","2","181.33","0","0.00"
"26 Feb 2023","dd99","1","126.59","1","126.59","1","126.59","0","0.00"
"26 Feb 2023","h5x","1","131.42","1","131.42","1","131.42","0","0.00"
"26 Feb 2023","nn","1","355.83","1","355.83","1","355.83","0","0.00"
"26 Feb 2023","dijy","1","369.32","1","369.32","1","369.32","0","0.00"
"26 Feb 2023","vv","1","37.74","1","37.74","1","37.74","0","0.00"
"26 Feb 2023","bb","1","84.60","1","84.60","1","84.60","0","0.00"
"26 Feb 2023","zg42","1","46.34","1","46.34","1","46.34","0","0.00"
"26 Feb 2023","zg60","1","165.94","1","165.94","1","165.94","0","0.00"
"26 Feb 2023","zg88","1","19.34","1","19.34","1","19.34","0","0.00"
"25 Feb 2023","zg88","2","47.30","2","47.30","2","47.30","0","0.00"
"25 Feb 2023","dzg4","1","253.95","1","253.95","1","253.95","0","0.00"
"25 Feb 2023","diax","1","124.38","1","124.38","1","124.38","0","0.00"
"25 Feb 2023","mm","1","25.62","1","25.62","1","25.62","0","0.00"
"25 Feb 2023","vv","1","42.23","1","42.23","1","42.23","0","0.00"
"24 Feb 2023","ge0","3","286.41","3","286.41","3","286.41","0","0.00"
"24 Feb 2023","vv","2","80.47","2","80.47","2","80.47","0","0.00"
"24 Feb 2023","dzg4","2","159.58","2","159.58","2","159.58","0","0.00"
"24 Feb 2023","zg88","1","68.35","1","68.35","1","68.35","0","0.00"
"24 Feb 2023","nn","1","208.12","1","208.12","1","208.12","0","0.00"
"24 Feb 2023","io9","1","60.98","1","60.98","1","60.98","0","0.00"
"24 Feb 2023","zg42","1","165.22","1","165.22","1","165.22","0","0.00"
"23 Feb 2023","zg88","2","130.08","2","130.08","2","130.08","0","0.00"
"23 Feb 2023","qn9","1","265.36","1","265.36","1","265.36","0","0.00"
"23 Feb 2023","vv","1","52.52","1","52.52","1","52.52","0","0.00"
"23 Feb 2023","b252","1","1378.30","1","1378.30","1","1378.30","0","0.00"
"23 Feb 2023","nn","1","101.09","1","101.09","1","101.09","0","0.00"
"23 Feb 2023","zg60","1","4.86","1","4.86","1","4.86","0","0.00"
"23 Feb 2023","dijy","1","416.94","1","416.94","1","416.94","0","0.00"
"23 Feb 2023","dzg4","1","71.63","1","71.63","1","71.63","0","0.00"
"23 Feb 2023","ge0","1","9.15","1","9.15","1","9.15","0","0.00"
"22 Feb 2023","b252","4","562.60","4","562.60","4","562.60","0","0.00"
"22 Feb 2023","zg85","3","238.26","3","238.26","3","238.26","0","0.00"
"22 Feb 2023","vv","3","201.60","3","201.60","3","201.60","0","0.00"
"22 Feb 2023","bb","2","147.01","2","147.01","2","147.01","0","0.00"
"22 Feb 2023","zag12","2","173.46","2","173.46","2","173.46","0","0.00"
"22 Feb 2023","dzg3","2","132.18","2","132.18","2","132.18","0","0.00"
"22 Feb 2023","zag10","1","400.22","1","400.22","1","400.22","0","0.00"
"22 Feb 2023","et6","1","55.83","1","55.83","1","55.83","0","0.00"
"22 Feb 2023","ge0","1","32.96","1","32.96","1","32.96","0","0.00"
"22 Feb 2023","x8x","1","198.42","1","198.42","1","198.42","0","0.00"
"21 Feb 2023","zag12","6","277.81","6","277.81","6","277.81","0","0.00"
"21 Feb 2023","b252","3","501.70","3","501.70","3","501.70","0","0.00"
"21 Feb 2023","vv","3","458.17","3","458.17","3","458.17","0","0.00"
"21 Feb 2023","zg85","2","154.48","2","154.48","2","154.48","0","0.00"
"21 Feb 2023","nn","1","74.74","1","74.74","1","74.74","0","0.00"
"21 Feb 2023","bb","1","213.77","1","213.77","1","213.77","0","0.00"
"21 Feb 2023","dd88","1","60.98","1","60.98","1","60.98","0","0.00"
"21 Feb 2023","dzg4","1","31.94","1","31.94","1","31.94","0","0.00"
"21 Feb 2023","eee","1","33.32","1","33.32","1","33.32","0","0.00"
"21 Feb 2023","ge0","1","131.05","1","131.05","1","131.05","0","0.00"
"21 Feb 2023","hj2","1","51.04","1","51.04","1","51.04","0","0.00"
"21 Feb 2023","zg88","1","42.52","1","42.52","1","42.52","0","0.00"
"20 Feb 2023","vv","4","304.95","4","304.95","4","304.95","0","0.00"
"20 Feb 2023","nn","3","157.95","3","157.95","3","157.95","0","0.00"
"20 Feb 2023","zag12","3","151.60","3","151.60","3","151.60","0","0.00"
"20 Feb 2023","bb","2","223.68","2","223.68","2","223.68","0","0.00"
"20 Feb 2023","nlkc","1","180.89","1","180.89","1","180.89","0","0.00"
"20 Feb 2023","ge0","1","408.56","1","408.56","1","408.56","0","0.00"
"20 Feb 2023","swu","1","62.74","1","62.74","1","62.74","0","0.00"
"20 Feb 2023","dzg4","1","37.71","1","37.71","1","37.71","0","0.00"
"20 Feb 2023","dd66","1","42.52","0","0.00","0","0.00","0","0.00"
"20 Feb 2023","zg40","1","115.49","1","115.49","1","115.49","0","0.00"
"20 Feb 2023","zg88","1","66.15","1","66.15","1","66.15","0","0.00"
"19 Feb 2023","vv","3","146.32","3","146.32","3","146.32","0","0.00"
"19 Feb 2023","tg1","2","82.40","2","82.40","2","82.40","0","0.00"
"19 Feb 2023","ge0","1","243.35","1","243.35","1","243.35","0","0.00"
"19 Feb 2023","b252","1","31.97","1","31.97","1","31.97","0","0.00"
"19 Feb 2023","zag12","1","95.56","1","95.56","1","95.56","0","0.00"
"19 Feb 2023","bb","1","96.19","1","96.19","1","96.19","0","0.00"
"19 Feb 2023","digg","1","197.04","1","197.04","1","197.04","0","0.00"
"18 Feb 2023","vv","5","302.68","5","302.68","5","302.68","0","0.00"
"18 Feb 2023","zag12","3","122.38","3","122.38","3","122.38","0","0.00"
"18 Feb 2023","bb","3","89.54","3","89.54","3","89.54","0","0.00"
"18 Feb 2023","b252","2","452.82","2","452.82","2","452.82","0","0.00"
"18 Feb 2023","nn","2","96.75","2","96.75","2","96.75","0","0.00"
"18 Feb 2023","zg88","1","20.70","1","20.70","1","20.70","0","0.00"
"18 Feb 2023","h3d","1","103.26","1","103.26","1","103.26","0","0.00"
"18 Feb 2023","mm","1","48.46","1","48.46","1","48.46","0","0.00"
"18 Feb 2023","tg1","1","80.60","1","80.60","1","80.60","0","0.00"
"18 Feb 2023","zg85","1","17.87","1","17.87","1","17.87","0","0.00"
"17 Feb 2023","vv","5","391.10","5","391.10","5","391.10","0","0.00"
"17 Feb 2023","zag12","3","224.21","3","224.21","3","224.21","0","0.00"
"17 Feb 2023","bb","2","103.25","2","103.25","2","103.25","0","0.00"
"17 Feb 2023","zg88","2","77.99","2","77.99","2","77.99","0","0.00"
"17 Feb 2023","nlkc","1","204.64","1","204.64","1","204.64","0","0.00"
"17 Feb 2023","b252","1","224.28","1","224.28","1","224.28","0","0.00"
"17 Feb 2023","et6","1","66.36","1","66.36","1","66.36","0","0.00"
"17 Feb 2023","ge0","1","52.12","1","52.12","1","52.12","0","0.00"
"17 Feb 2023","gzdk","1","46.47","1","46.47","1","46.47","0","0.00"
"16 Feb 2023","vv","3","277.34","2","171.40","2","171.40","0","0.00"
"16 Feb 2023","zag12","2","47.20","2","47.20","2","47.20","0","0.00"
"16 Feb 2023","bb","1","173.94","1","173.94","1","173.94","0","0.00"
"16 Feb 2023","digg","1","38.32","1","38.32","1","38.32","0","0.00"
"16 Feb 2023","mm","1","76.63","1","76.63","1","76.63","0","0.00"
"16 Feb 2023","zg85","1","65.43","1","65.43","1","65.43","0","0.00"
"15 Feb 2023","vv","5","479.29","5","479.29","5","479.29","0","0.00"
"15 Feb 2023","zg88","3","259.73","3","259.73","3","259.73","0","0.00"
"15 Feb 2023","zag12","2","110.51","2","110.51","2","110.51","0","0.00"
"15 Feb 2023","nlkc","1","142.97","1","142.97","1","142.97","0","0.00"
"15 Feb 2023","nn","1","51.42","1","51.42","1","51.42","0","0.00"
"14 Feb 2023","vv","4","287.66","4","287.66","4","287.66","0","0.00"
"14 Feb 2023","zag12","4","677.03","4","677.03","4","677.03","0","0.00"
"14 Feb 2023","mm","3","191.72","2","149.24","2","149.24","0","0.00"
"14 Feb 2023","ge0","2","268.46","2","268.46","2","268.46","0","0.00"
"14 Feb 2023","zg88","1","179.51","1","179.51","1","179.51","0","0.00"
